City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,stromness,58.965,-3.296,7.15,86,100,6.71,GB,1675668473
368,mailsi,29.8003,72.1758,25.91,18,0,5.45,PK,1675668473
369,tilichiki,60.4667,166.1,-29.07,95,9,3.67,RU,1675668473
370,alugan,12.2188,125.4808,27.05,84,44,4.62,PH,1675668473
371,taltal,-25.4,-70.4833,20.19,87,42,1.38,CL,1675668474
372,te anau,-45.4167,167.7167,16.52,60,100,2.75,NZ,1675668461
373,moen,69.1304,18.6123,3.4,75,75,3.09,NO,1675668474
374,belaya gora,68.5333,146.4167,-41.2,100,95,1.1,RU,1675668474
375,gazli,40.1333,63.45,7.92,43,90,6.09,UZ,1675668475
376,miyazu,35.5333,135.1833,8.11,66,100,1.9,JP,1675668475
377,rognan,67.0953,15.3878,3.27,85,100,4.73,NO,1675668475
378,sembe,1.6481,14.5806,24.91,65,7,1.99,CG,1675668475
379,ketou,7.3633,2.5998,25.47,85,63,1.04,BJ,1675668476
380,ust-kan,50.9276,84.761,-3.73,81,90,1.85,RU,1675668476
381,flinders,-34.5833,150.8552,25.59,73,45,4.34,AU,1675668196
382,eagle pass,28.7091,-100.4995,12.93,68,0,3.78,US,1675668476
383,pangkalanbuun,-2.6833,111.6167,33.65,47,91,2.02,ID,1675668477
384,vytegra,61.0064,36.4481,-10.93,95,89,2.39,RU,1675668477
385,tornio,65.8481,24.1466,-18.99,93,20,0.48,FI,1675668477
386,samarai,-10.6167,150.6667,26.36,86,100,6.35,PG,1675668194
387,hearst,49.6835,-83.6665,-27.86,100,89,1.71,CA,1675668478
388,amga,60.8953,131.9608,-34.95,99,100,0.69,RU,1675668478
389,petropavlovsk-kamchatskiy,53.0452,158.6483,-9.67,67,20,2.0,RU,1675668310
390,okhotsk,59.3833,143.3,-23.03,84,96,3.75,RU,1675668478
391,yar-sale,66.8333,70.8333,-27.5,100,100,0.56,RU,1675668478
392,taoudenni,22.6783,-3.9836,13.41,32,97,4.03,ML,1675668479
393,srednekolymsk,67.45,153.6833,-32.1,98,100,2.68,RU,1675668479
394,dukat,62.55,155.55,-39.39,99,43,1.96,RU,1675668479
395,callaguip,18.0714,120.4867,30.01,70,20,4.12,PH,1675668480
396,axim,4.8699,-2.2405,26.47,89,41,3.46,GH,1675668480
397,malakal,9.5334,31.6605,30.67,13,82,4.39,SS,1675668480
398,belyy yar,53.6039,91.3903,-16.75,83,40,0.0,RU,1675668480
399,san jeronimo,-11.9472,-75.2829,9.01,85,95,0.17,PE,1675668481
400,dimbokro,6.6451,-4.7048,23.68,85,100,1.39,CI,1675668481
401,sisimiut,66.9395,-53.6735,-15.58,91,100,5.39,GL,1675668481
402,oksbol,55.6268,8.2876,3.84,95,68,3.27,DK,1675668481
403,peniche,39.3558,-9.3811,7.84,68,0,2.86,PT,1675668482
404,padang,-0.9492,100.3543,32.03,68,100,2.95,ID,1675668482
405,vatra dornei,47.35,25.3667,-9.4,91,88,2.15,RO,1675668482
406,rawson,-43.3002,-65.1023,16.47,64,1,4.95,AR,1675668484
407,songjianghe,42.1859,127.479,-4.22,66,97,2.88,CN,1675668484
408,tiarei,-17.5333,-149.3333,27.01,79,96,6.85,PF,1675668485
409,saldanha,-33.0117,17.9442,21.03,74,0,1.47,ZA,1675668485
410,atlantic city,39.3643,-74.4229,8.1,91,0,2.06,US,1675668433
411,krasnyy bor,59.6819,30.6681,-1.14,97,100,2.09,RU,1675668485
412,letterkenny,54.95,-7.7333,6.94,93,100,2.94,IE,1675668485
413,panjab,34.388,67.0233,-7.12,73,6,0.9,AF,1675668486
414,camana,-16.6228,-72.7111,23.82,86,100,1.19,PE,1675668486
415,pleasanton,37.6624,-121.8747,8.93,92,0,0.0,US,1675668393
416,manokwari,-0.8667,134.0833,25.46,87,100,2.73,ID,1675668486
417,korla,41.7597,86.1469,2.33,46,100,1.37,CN,1675668487
418,ritchie,-29.038,24.6028,25.56,35,62,5.23,ZA,1675668487
419,adrar,20.5022,-10.0711,12.29,33,100,4.22,MR,1675668487
420,yarmouth,41.7057,-70.2286,6.19,92,40,2.57,US,1675668487
421,tabou,4.423,-7.3528,25.28,87,100,1.7,CI,1675668488
422,alyangula,-13.8483,136.4192,30.07,53,71,1.76,AU,1675668488
423,akyab,20.15,92.9,25.18,39,5,4.93,MM,1675668488
424,vila velha,-20.3297,-40.2925,24.97,89,0,4.63,BR,1675668469
425,havelock,34.8791,-76.9013,11.0,89,100,4.63,US,1675668316
426,ambon,-3.6954,128.1814,32.08,58,40,5.14,ID,1675668263
427,omsukchan,62.5333,155.8,-39.18,99,39,2.07,RU,1675668255
428,roma,43.2128,-75.4557,4.29,86,100,0.0,US,1675668193
429,merauke,-8.4667,140.3333,26.47,87,99,4.88,ID,1675668489
430,zoniana,35.295,24.8294,4.03,86,100,9.72,GR,1675668489
431,keflavik,64.0049,-22.5624,2.24,69,75,12.35,IS,1675668489
432,nhulunbuy,-12.2333,136.7667,31.34,58,40,4.12,AU,1675668489
433,augustow,53.8432,22.9798,-3.11,79,97,2.36,PL,1675668490
434,codajas,-3.8367,-62.0569,22.39,99,100,0.64,BR,1675668490
435,verkh-chebula,56.0308,87.6218,-11.81,84,94,1.88,RU,1675668490
436,tomatlan,19.9333,-105.25,18.4,78,32,0.81,MX,1675668491
437,poum,-20.2333,164.0167,28.76,79,100,6.19,NC,1675668491
438,lyubim,58.3625,40.6843,-14.13,99,98,0.39,RU,1675668491
439,dingle,10.9995,122.6711,28.76,70,20,5.18,PH,1675668491
440,aswan,24.0934,32.907,17.6,32,48,5.58,EG,1675668492
441,santa maria,-29.6842,-53.8069,18.84,70,5,1.3,BR,1675668492
442,vredendal,-31.6683,18.5012,22.42,68,99,0.5,ZA,1675668492
443,birin,26.8865,88.0718,15.71,46,49,3.3,NP,1675668493
444,faya,18.3851,42.4509,20.06,22,73,3.28,SA,1675668493
445,inirida,3.8653,-67.9239,22.13,99,100,0.66,CO,1675668493
446,nemuro,43.3236,145.575,-2.02,78,29,0.84,JP,1675668493
447,saint-paul,-21.0096,55.2707,31.06,73,98,2.77,RE,1675668494
448,bengkulu,-3.8004,102.2655,29.48,63,100,6.39,ID,1675668227
449,sambava,-14.2667,50.1667,27.84,72,83,3.36,MG,1675668494
450,juneau,58.3019,-134.4197,2.34,97,100,9.77,US,1675668494
451,lompoc,34.6391,-120.4579,9.4,80,0,7.6,US,1675668370
452,nanortalik,60.1432,-45.2371,-8.58,71,100,10.06,GL,1675668276
453,almaznyy,48.0448,40.045,-4.89,91,100,5.77,RU,1675668495
454,kaeo,-35.1,173.7833,20.74,94,24,1.64,NZ,1675668214
455,ketchikan,55.3422,-131.6461,5.99,87,100,6.69,US,1675668495
456,bathsheba,13.2167,-59.5167,25.34,73,20,11.32,BB,1675668495
457,batagay,67.6333,134.6333,-43.82,98,45,1.21,RU,1675668496
458,ilam,26.9167,87.9167,18.38,48,55,3.45,NP,1675668496
459,la ronge,55.1001,-105.2842,-1.86,86,75,2.57,CA,1675668496
460,mana,5.6592,-53.7767,24.05,88,100,4.91,GF,1675668496
461,harper,4.375,-7.7169,25.91,84,100,1.96,LR,1675668497
462,pervomayskoye,43.919,46.7102,0.45,94,100,5.47,RU,1675668497
463,bereda,43.2686,-7.5406,-0.33,100,56,1.55,ES,1675668497
464,imeni poliny osipenko,52.4201,136.4853,-20.32,95,54,1.22,RU,1675668497
465,skibotn,69.3913,20.2679,-0.33,93,84,4.87,NO,1675668498
466,herat,34.5,62.0,9.28,31,6,2.49,AF,1675668498
467,san bernardo,-33.6,-70.7167,23.41,50,0,0.71,CL,1675668498
468,zhuanghe,39.7008,122.9911,4.36,54,53,2.07,CN,1675668499
469,lilongwe,-13.9669,33.7873,23.11,78,40,0.0,MW,1675668499
470,kedougou,12.5579,-12.1743,22.32,35,0,0.0,SN,1675668499
471,comalcalco,18.2667,-93.2167,21.08,91,19,3.5,MX,1675668500
472,nola,40.922,14.5329,5.92,64,12,5.12,IT,1675668500
473,maceio,-9.6658,-35.7353,23.69,100,0,0.0,BR,1675668364
474,taihe,30.8712,105.3845,18.08,41,49,0.92,CN,1675668500
475,yumen,40.2833,97.2,4.4,23,59,3.67,CN,1675668500
476,mount gambier,-37.8333,140.7667,19.02,55,4,4.18,AU,1675668501
477,barra patuca,15.8,-84.2833,23.72,80,0,2.78,HN,1675668501
478,inhambane,-23.865,35.3833,25.89,72,100,2.75,MZ,1675668501
479,marawi,7.9986,124.2928,23.92,81,100,2.77,PH,1675668501
480,raton,36.9034,-104.4391,2.19,30,0,2.57,US,1675668502
481,walvis bay,-22.9575,14.5053,19.53,82,75,5.66,NA,1675668502
482,wattegama,6.7989,81.4808,24.83,88,100,2.83,LK,1675668502
483,rocha,-34.4833,-54.3333,15.42,93,10,2.48,UY,1675668503
484,port hardy,50.6996,-127.4199,6.1,93,100,2.06,CA,1675668503
485,moyale,3.5167,39.0584,26.97,20,5,6.7,KE,1675668503
486,guiratinga,-16.3494,-53.7583,21.13,91,100,1.3,BR,1675668503
487,jiangyou,31.7667,104.7167,16.85,40,32,2.22,CN,1675668504
488,anadyr,64.75,177.4833,-30.56,74,0,6.0,RU,1675668504
489,sao jose da coroa grande,-8.8978,-35.1478,24.76,87,56,1.99,BR,1675668504
490,pangnirtung,66.1451,-65.7125,-37.61,92,95,2.22,CA,1675668219
491,wagar,16.1525,36.2032,25.07,46,99,4.37,SD,1675668505
492,klyuchi,52.2667,79.1667,-6.31,90,100,2.84,RU,1675668505
493,el carmen,8.5106,-73.4478,19.67,85,99,1.8,CO,1675668505
494,viru,-8.4167,-78.75,23.93,71,85,1.09,PE,1675668505
495,atasu,48.6814,71.6433,-4.19,96,84,3.84,KZ,1675668506
496,concepcion del uruguay,-32.4825,-58.2372,19.58,61,70,1.82,AR,1675668485
497,vaitape,-16.5167,-151.75,27.56,73,12,6.29,PF,1675668506
498,paramonga,-10.6667,-77.8333,21.84,87,100,2.17,PE,1675668506
499,luena,-11.7833,19.9167,16.56,96,100,2.43,AO,1675668506
500,port hawkesbury,45.6169,-61.3485,4.54,91,75,4.63,CA,1675668507
501,yarada,17.65,83.2667,29.18,58,26,5.14,IN,1675668507
502,bilma,18.6853,12.9164,15.79,20,10,7.05,NE,1675668507
503,morgan city,29.6994,-91.2068,9.0,93,0,0.0,US,1675668508
504,kohlu,29.8962,69.252,17.32,22,0,2.15,PK,1675668508
505,sayyan,15.1718,44.3244,17.02,19,6,1.13,YE,1675668508
506,oktyabrskiy,54.4815,53.471,-7.68,92,100,1.18,RU,1675668508
507,olindina,-11.3667,-38.3333,22.35,97,85,1.64,BR,1675668509
508,maracacume,-2.0428,-45.9592,21.85,99,79,1.04,BR,1675668509
509,passy,45.9203,6.6877,0.46,68,1,3.34,FR,1675668509
510,enkoping,59.6361,17.0777,-6.94,84,10,2.19,SE,1675668509
511,qingyuan,23.7,113.0333,19.99,81,100,0.41,CN,1675668510
512,nanakuli,21.3906,-158.1547,24.99,65,0,4.12,US,1675668510
513,ponta delgada,37.7333,-25.6667,15.4,82,75,3.09,PT,1675668510
514,valdivia,-39.8142,-73.2459,11.05,94,0,1.31,CL,1675668450
515,ilo,-17.6394,-71.3375,23.08,85,100,3.16,PE,1675668511
516,maun,-19.9833,23.4167,22.98,100,75,2.06,BW,1675668511
517,hambantota,6.1241,81.1185,29.19,79,40,5.66,LK,1675668511
518,biloela,-24.4167,150.5,29.56,67,71,7.24,AU,1675668512
519,pitimbu,-7.4706,-34.8086,25.33,86,92,3.1,BR,1675668512
520,gull lake,50.1001,-108.4847,-1.51,86,39,7.59,CA,1675668512
521,sur,22.5667,59.5289,25.13,48,9,1.97,OM,1675668512
522,umba,66.6871,34.3429,-10.82,94,100,1.06,RU,1675668514
523,mandera,3.9366,41.867,29.01,38,6,5.55,KE,1675668515
524,omboue,-1.5746,9.2618,25.96,86,85,2.39,GA,1675668451
525,sao felix do xingu,-6.6447,-51.995,20.79,99,84,0.36,BR,1675668515
526,jalu,29.0331,21.5482,11.06,50,30,6.86,LY,1675668515
527,moussoro,13.6408,16.4901,23.71,16,100,6.86,TD,1675668516
528,nosy varika,-20.5833,48.5333,23.15,94,100,2.75,MG,1675668517
529,pingliang,35.5392,106.6861,6.82,25,100,1.9,CN,1675668517
530,beloostrov,60.1512,30.0015,-1.0,98,100,2.31,RU,1675668518
531,kuala terengganu,5.3302,103.1408,28.97,79,40,4.63,MY,1675668518
532,lodi,38.1302,-121.2725,9.25,90,8,1.65,US,1675668364
533,frontera,26.9333,-101.45,16.85,42,0,1.34,MX,1675668518
534,springfield,37.2153,-93.2982,6.24,71,0,3.09,US,1675668342
535,marabba,12.35,32.1833,27.17,13,22,6.04,SD,1675668518
536,hobyo,5.3505,48.5268,27.07,64,73,8.34,SO,1675668519
537,bay-khaak,51.1667,94.5,-14.0,88,74,1.0,RU,1675668519
538,glendive,47.1053,-104.7125,2.79,80,100,2.57,US,1675668519
539,kidal,18.4411,1.4078,20.8,13,49,4.29,ML,1675668520
540,kiunga,-6.1219,141.2906,26.58,95,100,2.02,PG,1675668520
541,port hedland,-20.3167,118.5667,34.03,66,0,9.77,AU,1675668343
542,maldonado,-34.6667,-54.9167,16.79,88,0,2.57,UY,1675668520
543,mwinilunga,-11.7358,24.4293,16.5,98,100,1.58,ZM,1675668521
544,karratha,-20.7377,116.8463,37.04,31,0,7.85,AU,1675668521
545,socorro,31.6546,-106.3033,17.16,18,20,4.63,US,1675668368
546,kapoeta,4.7717,33.5903,32.06,22,71,2.42,SS,1675668325
547,kamyshevatskaya,46.4132,37.9563,0.61,78,63,9.7,RU,1675668521
548,englewood,39.6478,-104.9878,6.23,46,20,6.69,US,1675668522
549,coos bay,43.3665,-124.2179,6.24,100,100,2.57,US,1675668419
550,rabo de peixe,37.8,-25.5833,14.73,82,75,3.09,PT,1675668522
551,kavaratti,10.5669,72.642,27.19,69,100,1.91,IN,1675668258
552,hualmay,-11.0964,-77.6139,21.94,85,99,2.5,PE,1675668522
